date,time,artist,title,genre,deezer_link
2026-07-31,06:33,Emmanuel Chabrier,Habanera,Unknown,https://www.deezer.com/track/2609010852
2026-07-31,06:24,Franz Liszt,Valse oubliée No 1 in F sharp,Unknown,https://www.deezer.com/track/66438622
2026-07-31,06:20,Franz Schubert,Der Lindenbaum (Winterreise),Unknown,https://www.deezer.com/track/1976668937
2026-07-31,05:56,Antonín Dvořák,Carnival Overture,Unknown,https://www.deezer.com/track/1641153712
2026-07-31,04:47,Georg Philipp Telemann,"Concerto for 3 oboes, 3 violins and basso continuo in B flat Major",Unknown,https://www.deezer.com/track/3370444721
2026-07-31,04:31,Leonard Bernstein,Candide (Overture),Unknown,https://www.deezer.com/track/71881802
2026-07-31,03:46,Edward Elgar,Enigma Variations,Unknown,https://www.deezer.com/track/67344221
2026-07-31,03:32,Claudio Monteverdi,L'Orfeo (Toccata),Unknown,https://www.deezer.com/track/65340642
2026-07-31,03:05,Leonard Bernstein,Times Square (On the Town),Unknown,https://www.deezer.com/track/143169732
2026-07-31,01:37,Ennio Morricone,Deborah's Theme (Once Upon a Time in America),Unknown,https://www.deezer.com/track/1283568302
2026-07-31,00:55,Frédéric Chopin,Piano Sonata No 3 in B minor Op 58,Unknown,https://www.deezer.com/track/4638601
2026-08-01,17:12,Oliver Leith,good day good day bad day bad day,Unknown,https://www.deezer.com/track/1474973742
2026-08-01,16:35,Faris Ishaq,'ARD,Unknown,https://www.deezer.com/track/4128774131
2026-08-01,14:29,Gustav Mahler,Symphony No. 1 In D Major,Unknown,https://www.deezer.com/track/68280477
2026-08-01,12:44,Naga Kirana,Lumba2,Unknown,https://www.deezer.com/track/4031573091
2026-08-01,12:40,Mpharanyana,Nka Nako Ho Motseba,Unknown,https://www.deezer.com/track/1885665987
2026-08-01,12:37,Lucky Dube,You Stand Alone,Unknown,https://www.deezer.com/track/1789031987
2026-08-01,12:35,Victor Ntoni,Thetha,Unknown,https://www.deezer.com/track/110958926
2026-08-01,12:28,BCUC,Matla a rona ke bophelo,Unknown,https://www.deezer.com/track/3894852371
2026-08-01,12:22,Ladysmith Black Mambazo,Shosholoza,Unknown,https://www.deezer.com/track/1761556497
2026-08-01,12:10,Kefaya & Elaha Soroor,Masoma,Unknown,https://www.deezer.com/track/3968971111
2026-08-01,12:07,Sara Parkman,Paradiset,Unknown,https://www.deezer.com/track/3863087151
2026-08-01,11:48,Ludwig van Beethoven,"Symphony No 9 in D minor, Op 125, 'Choral'",Unknown,https://www.deezer.com/track/65442094
2026-08-01,11:44,Duke Ellington,Solitude,Unknown,https://www.deezer.com/track/3444114
2026-08-01,11:40,Pink Floyd,Money,Unknown,https://www.deezer.com/track/116914026
2026-08-01,11:39,Edward Elgar,"Enigma Variations, Op 36 (1. Theme)",Unknown,https://www.deezer.com/track/3409555641
2026-08-01,11:35,Edward Elgar,Chanson de Matin,Unknown,https://www.deezer.com/track/6960553
2026-08-01,11:27,Björk,Unravel,Unknown,https://www.deezer.com/track/4306225
2026-08-01,11:18,Oleg Lundstrem Orchestra,Jive,Unknown,https://www.deezer.com/track/380331251
2026-08-01,10:54,Michael Giacchino,"Spider-Man: Brand New Day: ""Suite New Day""",Unknown,https://www.deezer.com/track/4151103452
2026-08-01,10:48,Ludwig van Beethoven,"The King's Speech: ""Speaking Unto Nations"" (Beethoven Symphony no 7 - II )",Unknown,https://www.deezer.com/track/1860000697
2026-08-01,10:41,Alan Menken,Enchanted Suite,Unknown,https://www.deezer.com/track/5323424
2026-08-01,10:38,Howard Shore,"The Fly: ""Main Title""",Unknown,https://www.deezer.com/track/3068642181
2026-08-01,10:27,John Williams,"Jurassic Park: ""A Tree For My Bed""",Unknown,https://www.deezer.com/track/2296192
2026-08-01,10:22,Basil Poledouris,"Hymn To Red October: ""Main Title""",Unknown,https://www.deezer.com/track/7590715
2026-08-01,10:15,Dan Romer,"Little House on the Prairie: ""A Giant Sky""",Unknown,https://www.deezer.com/track/4143625072
2026-08-01,10:03,Dave Grusin,"The Firm ""Main Title""",Unknown,https://www.deezer.com/track/2447989
2026-08-01,09:54,Umberto Giordano,Marina (Conobbi appena mia madre),Unknown,https://www.deezer.com/track/4022754511
2026-08-01,09:47,Umberto Giordano,Marina (Chi sa se undi),Unknown,https://www.deezer.com/track/4116005301
2026-08-01,07:09,Wolfgang Amadeus Mozart,The Marriage of Figaro Overture,Unknown,https://www.deezer.com/track/140783655
2026-08-01,06:49,Astor Piazzolla,Libertango,Unknown,https://www.deezer.com/track/418546602
2026-08-01,06:42,Stanley Myers,Cavatina (The Deer Hunter),Unknown,https://www.deezer.com/track/925298512
2026-08-01,06:25,Mose Allison,The Seventh Son,Unknown,https://www.deezer.com/track/1565346
2026-08-01,06:13,Woody Herman,Blue Flame,Unknown,https://www.deezer.com/track/7420080
2026-08-01,06:01,Moondog,Bird's Lament,Unknown,https://www.deezer.com/track/478796642
2026-08-01,05:53,Olivier Messiaen,Turangalîla-Symphonie: X. Final,Unknown,https://www.deezer.com/track/3073769081
2026-08-01,05:24,George Walker,Lyric for Strings,Unknown,https://www.deezer.com/track/2145824477
2026-08-01,04:32,Kian Soltani,Variations on a Theme by Paganini for 2 Cellos,Unknown,https://www.deezer.com/track/4058805541
2026-08-01,03:38,Steve Reich,New York Counterpoint - Slow,Unknown,https://www.deezer.com/track/3245620791
2026-08-01,03:25,Wolfgang Amadeus Mozart,"Violin Concerto No. 5 in A Major, K. 219: I. Allegro aperto - Adagio - Allegro a",Unknown,https://www.deezer.com/track/2066647317
2026-08-01,03:01,Anton Bruckner,"Symphony No. 3 in D Minor, ""Wagner Symphony"" (1873 Version) - 3rd mvt",Unknown,https://www.deezer.com/track/3764874882
2026-08-01,02:39,Felix Mendelssohn,"Symphony No. 3, Op. 56, ""Scottish"": II. Vivace non troppo",Unknown,https://www.deezer.com/track/67346150
2026-08-01,02:12,Johannes Brahms,"Piano Quintet in F Minor, Op. 34: II. Andante un poco adagio",Unknown,https://www.deezer.com/track/2526498791
2026-08-01,00:36,Edvard Grieg,"Violin Sonata No 1 in F Major, Op 8",Unknown,https://www.deezer.com/track/2485976101
2026-08-01,00:30,Wolfgang Amadeus Mozart,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran partita"": III. Adagio",Unknown,https://www.deezer.com/track/583507
2026-08-02,Live,Ludwig van Beethoven,"Violin Concerto in D major, Op 61",Unknown,https://www.deezer.com/track/67344246
2026-08-02,16:26,The Orielles,To Undo The World Itself,Unknown,https://www.deezer.com/track/3579814841
2026-08-02,16:23,Harry Christelis,A Sense of Parrot,Unknown,https://www.deezer.com/track/3507563721
2026-08-02,16:17,John Grant,Pale Green Ghosts,Unknown,https://www.deezer.com/track/3124815201
2026-08-02,15:53,KMRU,Blurred,Unknown,https://www.deezer.com/track/3777853812
2026-08-02,15:47,Kelly Moran,Don't Trust Mirrors,Unknown,https://www.deezer.com/track/3506815041
2026-08-02,15:42,Wata Igarashi,Mineral,Unknown,https://www.deezer.com/track/3756358652
2026-08-02,15:37,Liz Hanks,"Ley (An Open Area Of Land, Clearing In A Wood)",Unknown,https://www.deezer.com/track/2239195517
2026-08-02,15:34,Chris Watson,El Divisadero,Unknown,https://www.deezer.com/track/14197487
2026-08-02,15:30,Phoebe Niamh,Daydreams,Unknown,https://www.deezer.com/track/2860467642
2026-08-02,15:22,Stevie Wonder,Love's In Need Of Love Today,Unknown,https://www.deezer.com/track/676011572
2026-08-02,15:15,Felix Mendelssohn,"Octet in E Flat Major, Op. 20, MWV R20: II. Andante",Unknown,https://www.deezer.com/track/101921653
2026-08-02,15:08,Berke Can Özcan,That's Not What This Is,Unknown,https://www.deezer.com/track/2955331151
2026-08-02,14:53,Darlingside,Old Friend,Unknown,https://www.deezer.com/track/990023492
2026-08-02,14:49,Frédéric Chopin,"Nocturnes, Op. 9: No. 2 in E-Flat Major. Andante",Unknown,https://www.deezer.com/track/1457007802
2026-08-02,14:45,Mulatu Astatke,Tezeta (nostalgia),Unknown,https://www.deezer.com/track/224805
2026-08-02,14:36,Hania Rani,Sentimental Value,Unknown,https://www.deezer.com/track/3721995652
2026-08-02,14:24,Artvark Saxophone Quartet,Solstice,Unknown,https://www.deezer.com/track/1431305442
2026-08-02,14:21,Jimmy Van Heusen,Here's that Rainy Day,Unknown,https://www.deezer.com/track/18238937
2026-08-02,14:07,Gustav Mahler,"Symphony no. 2 in C minor; 4th movement; Urlicht (Sehr feierlich, aber schlicht)",Unknown,https://www.deezer.com/track/66361781
2026-08-02,14:04,Kenny Wheeler,"The Sweet Time Suite, Part I - Opening",Unknown,https://www.deezer.com/track/1156418
2026-08-02,12:34,Johann Sebastian Bach,Gavotte en Rondeau,Unknown,https://www.deezer.com/track/1762663407
2026-08-02,11:01,Joseph Haydn,"String Quartet in D major, Op 50 No 6, 'The Frog'",Unknown,https://www.deezer.com/track/2526500861
2026-08-02,10:38,Samuel Wesley,In exitu Israel,Unknown,https://www.deezer.com/track/2655237162
2026-08-02,09:28,Guillaume de Machaut,"Fors tant, qu'en aucune maniere",Unknown,https://www.deezer.com/track/2780779851
2026-08-02,09:25,Guillaume de Machaut,Dame a vous sans retollir,Unknown,https://www.deezer.com/track/2626503702
2026-08-02,09:19,Denis le Grant,Je chant mains,Unknown,https://www.deezer.com/track/2780652201
2026-08-02,09:13,Guillaume Dufay,Je me complains,Unknown,https://www.deezer.com/track/2780658751
2026-08-02,09:03,Guillaume de Machaut,Qui n'aroit autre deport,Unknown,https://www.deezer.com/track/2780779751
2026-08-02,08:54,Binker Golding,With What I Know Now,Unknown,https://www.deezer.com/track/2452683905
2026-08-02,08:17,Sonny Rollins,Street Runner With Child,Unknown,https://www.deezer.com/track/4122642
2026-08-02,08:08,Joe Temperley,Creole Love Call,Unknown,https://www.deezer.com/track/139860615
2026-08-02,08:04,Duke Ellington,C Jam Blues,Unknown,https://www.deezer.com/track/581808
2026-08-02,07:32,Maurice Ravel,Deux robinets coulent dans un réservoir!,Unknown,https://www.deezer.com/track/3849508561
2026-08-02,07:16,Benjamin Britten,Nicolas and the Pickled Boys,Unknown,https://www.deezer.com/track/2466141485
2026-08-02,06:46,Georges Bizet,Carmen Suite no.1,Unknown,https://www.deezer.com/track/1049185422
2026-08-02,06:36,Hugo Wolf,Nun bin ich dein (Spanisches Liederbuch),Unknown,https://www.deezer.com/track/3344027631
2026-08-02,06:26,Emmanuel Chabrier,España,Unknown,https://www.deezer.com/track/4111182
2026-08-02,06:04,Maurice Ravel,Tzigane,Unknown,https://www.deezer.com/track/4184731
2026-08-02,05:44,Georges Bizet,Habanera (Carmen),Unknown,https://www.deezer.com/track/2626617802
2026-08-02,05:40,Thomas Adès,Luxury Suite from Powder Her Face VIII) Finale,Unknown,https://www.deezer.com/track/3217179391
2026-08-02,05:32,Georges Bizet,Farandole (L'Arlesienne Suite no.2),Unknown,https://www.deezer.com/track/1049185452
2026-08-02,05:26,Claude Debussy,The Snow is Dancing (Children's Corner),Unknown,https://www.deezer.com/track/104626350
2026-08-02,05:22,Philip Glass,November 25: Ichigaya (Mishima),Unknown,https://www.deezer.com/track/1371995412
2026-08-02,04:36,Ella Fitzgerald,Manhattan,Unknown,https://www.deezer.com/track/350019451
2026-08-02,04:04,Claude Debussy,Clair de lune (from Suite Bergamasque),Unknown,https://www.deezer.com/track/141654477
2026-08-02,02:52,Wolfgang Amadeus Mozart,"Piano Sonata No 16 in C major, K 545",Unknown,https://www.deezer.com/track/69963296
2026-08-02,02:17,Ralph Vaughan Williams,March: Seventeen come Sunday,Unknown,https://www.deezer.com/track/6975948
2026-08-02,02:13,Benjamin Britten,Sunday Morning (Four Sea Interludes from Peter Grimes),Unknown,https://www.deezer.com/track/64033274
